StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
4253,8.1,0,3,2,85,4.8,Yes,Yes,79,88,NotPlaced
4254,8.2,1,3,2,87,4.6,Yes,Yes,78,82,Placed
4255,6.5,0,3,0,80,4.4,Yes,Yes,63,68,NotPlaced
4256,7.5,1,2,0,76,3.8,No,Yes,55,84,NotPlaced
4257,8.2,1,3,2,87,4.6,Yes,Yes,77,88,Placed
4258,7.5,1,2,2,86,4.5,No,Yes,71,80,NotPlaced
4259,7.7,0,2,0,67,3.9,No,No,55,65,NotPlaced
4260,8,2,3,2,84,4.7,Yes,Yes,70,85,Placed
4261,7.7,0,2,0,90,4.5,Yes,Yes,86,84,Placed
4262,7.4,0,1,1,63,3.5,No,No,56,68,NotPlaced
4263,7.4,1,2,1,60,3.2,No,No,55,68,NotPlaced
4264,7.7,0,1,1,77,4.3,No,Yes,60,72,NotPlaced
4265,7,0,2,1,64,4.7,No,Yes,55,62,NotPlaced
4266,7.9,2,3,2,88,4.6,Yes,No,79,79,Placed
4267,7.6,1,1,1,73,3.7,No,No,55,63,NotPlaced
4268,8.2,1,3,2,87,4.7,Yes,Yes,73,78,Placed
4269,8.5,1,3,2,90,4.8,Yes,Yes,79,87,Placed
4270,7.9,2,3,2,83,4.7,Yes,No,77,80,Placed
4271,7.9,2,1,1,85,4.2,Yes,Yes,79,70,Placed
4272,6.8,1,1,1,85,3.9,Yes,No,71,62,NotPlaced
4273,7.6,1,1,3,65,4,Yes,Yes,55,69,NotPlaced
4274,7.3,1,1,0,68,4.4,No,No,57,61,NotPlaced
4275,6.9,1,2,1,81,4.3,No,Yes,59,68,NotPlaced
4276,8.3,2,2,1,88,4.6,Yes,Yes,80,81,Placed
4277,8.3,1,3,0,84,4.7,Yes,Yes,77,86,Placed
4278,7.5,0,3,0,65,4.3,Yes,Yes,79,84,NotPlaced
4279,8.2,2,3,2,90,4.8,Yes,Yes,79,88,Placed
4280,7.8,0,3,0,74,4.1,No,Yes,68,67,NotPlaced
4281,7.7,0,2,1,81,3.8,Yes,Yes,82,65,NotPlaced
4282,6.6,1,1,0,72,4.2,No,No,55,61,NotPlaced
4283,8,2,3,2,90,4.8,Yes,Yes,90,86,Placed
4284,8.4,2,3,2,90,4.4,Yes,Yes,83,81,Placed
4285,8.2,2,3,2,90,4.8,Yes,Yes,85,81,Placed
4286,7.5,0,2,1,87,4.1,Yes,Yes,68,68,NotPlaced
4287,8.3,0,3,0,87,4.4,Yes,Yes,71,66,Placed
4288,8,2,3,2,89,4.8,Yes,No,86,83,Placed
4289,6.5,1,2,0,86,3.9,No,No,55,67,NotPlaced
4290,7.4,1,2,1,83,4.2,Yes,Yes,59,74,Placed
4291,6.5,1,1,0,74,4.2,No,Yes,57,71,NotPlaced
4292,6.7,1,2,0,63,3.7,No,No,55,62,NotPlaced
4293,8.8,1,3,2,90,4.8,Yes,Yes,85,81,Placed
4294,8.2,2,3,2,90,4.8,Yes,Yes,88,80,Placed
4295,7.3,1,3,3,90,4.7,Yes,Yes,90,82,Placed
4296,8.6,2,3,2,83,4.8,Yes,No,55,67,NotPlaced
4297,7.8,1,3,1,84,4.5,Yes,Yes,56,88,NotPlaced
4298,8.6,1,3,2,84,4.8,Yes,Yes,73,86,Placed
4299,8.5,1,3,2,80,4.8,Yes,Yes,84,87,Placed
4300,8.1,2,3,2,90,4.8,Yes,Yes,86,87,Placed
4301,7.7,1,3,1,79,4.4,Yes,Yes,70,84,Placed
4302,8.5,1,0,0,81,4.1,No,No,57,71,NotPlaced
4303,7.5,2,2,0,80,4.8,Yes,Yes,77,72,Placed
4304,8.1,0,1,1,81,4.5,Yes,Yes,60,78,Placed
4305,7.5,1,2,2,75,4.3,No,Yes,76,85,Placed
4306,8.8,2,3,2,88,4.7,Yes,Yes,73,82,Placed
4307,8.3,2,3,3,83,4.6,Yes,No,78,85,Placed
4308,7.5,1,2,0,68,3.8,Yes,Yes,55,69,NotPlaced
4309,8.2,1,2,0,79,4.8,No,Yes,56,66,NotPlaced
4310,6.5,1,1,1,74,4,No,No,87,67,NotPlaced
4311,7.6,0,1,1,62,3.9,No,No,65,58,NotPlaced
4312,6.5,1,1,0,78,4.1,Yes,Yes,75,84,NotPlaced
4313,8.6,2,3,2,90,4.8,Yes,No,82,87,Placed
4314,7.8,0,1,1,60,4.1,No,No,55,68,NotPlaced
4315,6.6,1,1,1,60,3.9,No,No,61,73,NotPlaced
4316,8.5,1,2,2,86,4.6,Yes,Yes,73,75,Placed
4317,7.3,1,1,0,76,4.2,No,Yes,55,66,NotPlaced
4318,8.6,2,3,2,90,4.8,Yes,Yes,84,87,Placed
4319,7.6,1,1,1,74,4.3,Yes,Yes,61,60,NotPlaced
4320,8.2,2,3,2,90,4.8,Yes,Yes,79,86,Placed
4321,7.5,0,2,1,70,4.4,Yes,Yes,55,73,Placed
4322,8.8,1,2,2,85,4.8,Yes,Yes,68,87,Placed
4323,7.9,1,3,1,71,4.6,Yes,Yes,57,68,NotPlaced
4324,8.2,0,1,0,69,4.8,No,Yes,80,66,NotPlaced
4325,8.3,2,3,2,82,4.7,Yes,Yes,79,82,Placed
4326,6.9,1,1,1,73,3.6,No,No,71,57,NotPlaced
4327,7.3,1,1,1,79,4.8,Yes,No,83,78,NotPlaced
4328,7.6,1,1,1,62,3.4,No,No,60,62,NotPlaced
4329,7.4,0,1,0,71,4.4,No,No,57,66,NotPlaced
4330,8.5,2,3,2,90,4.2,Yes,No,73,83,Placed
4331,8.2,2,3,2,75,3.9,Yes,Yes,78,69,NotPlaced
4332,7.4,1,2,1,78,4.4,No,Yes,81,68,NotPlaced
4333,7.5,1,2,2,82,4.8,Yes,Yes,74,86,NotPlaced
4334,6.6,1,2,1,80,4.1,Yes,Yes,58,64,NotPlaced
4335,8.4,2,3,2,90,4.8,Yes,Yes,87,80,Placed
4336,8.4,2,3,2,90,4.5,Yes,Yes,73,82,Placed
4337,7.2,0,2,0,82,3.9,Yes,No,69,64,Placed
4338,8.1,2,3,2,87,4.8,Yes,Yes,78,80,NotPlaced
4339,8.6,1,2,1,83,4.6,No,Yes,62,81,NotPlaced
4340,8.3,2,3,2,90,4.8,Yes,Yes,76,80,Placed
4341,7.6,0,3,0,78,4.5,Yes,Yes,72,84,NotPlaced
4342,7.9,1,1,1,69,3.9,No,No,62,60,NotPlaced
4343,8.3,0,3,1,90,4.6,Yes,Yes,87,88,Placed
4344,7.6,1,1,0,69,4.5,No,No,57,62,NotPlaced
4345,6.5,0,1,0,65,4.1,Yes,No,55,67,NotPlaced
4346,6.5,0,2,1,69,3.8,No,No,63,62,NotPlaced
4347,8.2,2,3,0,90,4.8,Yes,Yes,78,78,Placed
4348,8.3,1,1,1,77,3.4,No,No,58,63,NotPlaced
4349,8,2,3,2,90,4.6,Yes,Yes,81,88,Placed
4350,8.3,1,3,2,77,4.5,Yes,Yes,79,74,Placed
4351,7.5,1,3,2,68,3.6,Yes,Yes,78,69,Placed
4352,8.3,1,3,0,82,4.1,No,Yes,76,70,NotPlaced
4353,7.6,1,1,0,76,4.6,No,Yes,59,62,NotPlaced
4354,7.7,1,1,0,76,3.8,No,Yes,75,58,NotPlaced
4355,8.8,2,3,2,90,4.8,Yes,Yes,70,79,Placed
4356,7.6,0,1,0,68,4,No,Yes,56,70,NotPlaced
4357,6.5,1,2,1,68,3.7,No,Yes,55,66,NotPlaced
4358,7.5,1,2,1,78,3.8,No,Yes,65,71,NotPlaced
4359,7.8,2,3,0,90,4.8,Yes,Yes,78,83,Placed
4360,7.6,1,3,1,86,4.6,Yes,Yes,79,82,NotPlaced
4361,7.5,1,1,1,74,4.6,No,Yes,57,69,NotPlaced
4362,6.5,1,3,1,76,4.8,No,Yes,65,65,NotPlaced
4363,7.6,1,1,0,67,3.8,No,No,62,60,NotPlaced
4364,8.5,2,3,2,90,4.7,Yes,Yes,78,84,Placed
4365,7.8,2,1,0,88,4,No,Yes,55,69,NotPlaced
4366,8,1,2,0,85,4.3,No,Yes,59,72,NotPlaced
4367,8,1,2,0,76,4.4,Yes,Yes,61,70,Placed
4368,8.2,2,3,3,81,4.8,Yes,Yes,82,80,Placed
4369,7.5,1,2,1,77,3.7,No,Yes,55,70,NotPlaced
4370,7.8,1,1,1,73,4,No,No,58,61,NotPlaced
4371,6.6,0,2,0,64,3.8,No,Yes,55,70,NotPlaced
4372,8.2,1,3,2,90,4.6,Yes,Yes,75,82,Placed
4373,8.4,1,3,2,89,4.2,No,No,56,63,NotPlaced
4374,8.3,0,3,2,87,4.7,Yes,Yes,77,83,Placed
4375,6.9,1,3,1,86,4.5,Yes,Yes,77,84,Placed
4376,7.6,1,2,0,73,3.8,No,Yes,76,64,NotPlaced
4377,6.5,1,2,0,74,4,No,Yes,80,64,Placed
4378,8.3,1,2,0,70,4.8,Yes,Yes,83,82,Placed
4379,7.9,2,3,2,88,4.7,Yes,No,81,80,Placed
4380,7.7,1,1,1,80,4.1,Yes,No,55,69,NotPlaced
4381,8.5,2,3,3,79,4.1,Yes,Yes,69,86,NotPlaced
4382,6.7,1,3,0,73,4.5,Yes,Yes,70,73,Placed
4383,8.5,1,3,3,70,3.8,Yes,Yes,72,85,Placed
4384,7.1,1,1,0,79,4.3,Yes,Yes,69,69,Placed
4385,8.2,1,3,2,90,4.4,Yes,Yes,79,85,NotPlaced
4386,7.9,2,3,2,79,4.1,No,Yes,76,87,NotPlaced
4387,7.4,1,2,1,79,4.4,Yes,Yes,55,62,Placed
4388,7.3,1,2,1,68,4.6,Yes,No,75,83,NotPlaced
4389,7.6,1,1,0,70,4.5,No,No,69,74,NotPlaced
4390,8.4,0,2,0,69,4,Yes,Yes,55,72,Placed
4391,8.2,1,3,2,85,4.6,Yes,Yes,76,85,NotPlaced
4392,6.6,2,3,0,75,3.9,Yes,Yes,55,81,NotPlaced
4393,6.8,1,1,0,67,4.1,Yes,No,61,71,NotPlaced
4394,7.7,1,1,0,80,4.2,Yes,Yes,79,84,Placed
4395,8.3,2,3,2,77,4,Yes,Yes,55,70,NotPlaced
4396,8.4,2,1,0,84,4.4,Yes,Yes,83,58,NotPlaced
4397,7.9,0,3,2,89,4.5,No,Yes,79,80,NotPlaced
4398,8.3,2,3,2,90,4.8,Yes,Yes,81,81,Placed
4399,7.1,1,2,2,81,4.8,Yes,Yes,70,84,NotPlaced
4400,6.8,1,2,0,81,4.2,Yes,Yes,72,84,NotPlaced
4401,6.6,1,1,0,86,4.4,Yes,Yes,68,69,Placed
4402,7.9,1,1,1,70,3.4,No,No,62,71,NotPlaced
4403,7.4,1,1,1,82,3.7,No,No,56,75,NotPlaced
4404,8.2,0,3,2,75,4.6,Yes,Yes,85,62,Placed
4405,8,2,3,2,90,4.3,No,Yes,67,86,Placed
4406,8.8,2,2,2,89,4.8,Yes,Yes,86,85,NotPlaced
4407,6.5,1,2,0,80,3.8,No,Yes,55,60,NotPlaced
4408,6.6,0,1,0,78,4.8,No,No,62,72,NotPlaced
4409,8.5,0,3,2,90,4.7,Yes,No,84,60,Placed
4410,6.8,1,2,0,73,4.3,No,Yes,79,62,Placed
4411,7.7,1,2,0,77,4.2,Yes,Yes,55,69,Placed
4412,7.5,1,3,1,74,4.7,Yes,Yes,78,68,Placed
4413,7.8,1,1,0,79,3.8,Yes,Yes,58,61,NotPlaced
4414,7.9,2,3,2,90,4.7,Yes,Yes,77,84,Placed
4415,8.7,2,3,0,72,4.3,No,Yes,64,66,Placed
4416,8.5,1,1,0,73,4,No,Yes,61,63,NotPlaced
4417,8,1,2,0,90,4.7,Yes,Yes,73,80,Placed
4418,8,2,1,0,90,4.3,No,Yes,71,83,NotPlaced
4419,7.8,1,1,0,68,4.3,Yes,Yes,56,72,NotPlaced
4420,6.5,1,2,0,79,4.5,No,Yes,55,67,NotPlaced
4421,7.8,1,1,2,82,4.2,Yes,Yes,55,86,NotPlaced
4422,6.5,1,2,1,74,4.6,Yes,Yes,62,72,NotPlaced
4423,7.9,1,2,1,77,4.4,Yes,No,83,64,NotPlaced
4424,6.9,2,1,2,89,4.7,Yes,Yes,78,81,Placed
4425,7.9,2,3,2,90,4.8,Yes,Yes,86,79,Placed
4426,6.5,1,2,0,76,4.1,Yes,Yes,81,83,Placed
4427,7.6,1,1,0,84,4.5,No,Yes,63,81,Placed
4428,7.8,1,2,0,72,4.4,Yes,Yes,55,69,NotPlaced
4429,6.7,0,1,1,81,4.1,No,Yes,81,64,NotPlaced
4430,6.5,1,2,0,70,3.9,No,Yes,63,63,NotPlaced
4431,8.5,2,3,2,90,4.6,Yes,Yes,79,81,Placed
4432,8.1,1,2,1,76,3.7,No,Yes,69,82,NotPlaced
4433,7.7,0,1,0,67,3.8,No,Yes,57,66,NotPlaced
4434,7.7,0,1,0,81,4.4,Yes,Yes,76,68,NotPlaced
4435,7.8,1,3,2,84,4.6,Yes,Yes,66,84,Placed
4436,8.3,1,1,1,75,3.9,Yes,Yes,55,73,Placed
4437,8.5,1,3,2,90,4.7,Yes,Yes,75,86,Placed
4438,8.1,0,1,1,70,3.7,No,Yes,57,69,NotPlaced
4439,6.6,1,3,0,71,4.2,No,No,55,66,NotPlaced
4440,7.4,0,1,1,61,3.8,No,No,62,64,NotPlaced
4441,8.1,1,3,2,69,4.6,Yes,Yes,55,80,NotPlaced
4442,8.4,2,3,2,90,4.8,Yes,Yes,85,82,Placed
4443,7,1,1,1,69,4,Yes,Yes,76,65,NotPlaced
4444,6.8,1,2,1,73,4.3,Yes,No,86,71,NotPlaced
4445,7.7,0,2,1,81,4.6,Yes,Yes,59,72,NotPlaced
4446,8.7,2,3,2,90,4.3,Yes,Yes,84,86,Placed
4447,8.2,1,1,1,69,4.2,No,No,58,62,NotPlaced
4448,8.1,0,1,0,88,4.3,No,No,55,61,NotPlaced
4449,8.4,1,3,0,74,4.6,No,Yes,70,69,NotPlaced
4450,8.2,1,3,2,79,4.8,Yes,Yes,71,82,Placed
4451,7.6,2,3,1,74,4.2,Yes,Yes,81,63,NotPlaced
4452,8.9,1,3,1,74,4.5,Yes,Yes,62,81,Placed
4453,7.7,1,2,0,80,4.1,Yes,Yes,73,62,NotPlaced
4454,7.4,1,1,0,71,3.9,No,Yes,55,59,NotPlaced
4455,8.2,2,3,2,90,4.5,Yes,Yes,74,81,Placed
4456,8,2,2,2,86,4.5,Yes,Yes,76,85,Placed
4457,8.3,0,3,2,90,4.3,Yes,Yes,63,88,Placed
4458,7.5,0,3,0,88,4,No,Yes,71,86,NotPlaced
4459,8.7,2,2,2,90,4.7,Yes,Yes,76,85,Placed
4460,8.1,0,2,0,78,4,No,No,58,68,NotPlaced
4461,8.2,2,3,2,90,4.8,Yes,Yes,85,80,Placed
4462,8.5,2,3,2,90,4.8,Yes,Yes,90,83,Placed
4463,8,1,3,2,79,4.8,Yes,Yes,83,85,Placed
4464,7.2,1,1,1,72,4,No,Yes,55,69,Placed
4465,7.2,1,3,0,77,4.6,No,Yes,75,75,NotPlaced
4466,7.1,2,3,0,75,3.5,Yes,No,69,69,NotPlaced
4467,8,2,3,2,89,4.8,Yes,Yes,86,81,Placed
4468,8.4,2,3,1,87,4.7,Yes,Yes,80,82,Placed
4469,8,2,3,2,90,4.8,Yes,Yes,82,81,Placed
4470,8.1,2,3,2,84,4.6,Yes,Yes,83,88,Placed
4471,6.5,1,1,0,61,3.6,No,Yes,63,65,NotPlaced
4472,8.3,0,2,2,77,3.8,Yes,Yes,55,74,NotPlaced
4473,8.1,2,3,2,90,4.7,Yes,Yes,77,84,Placed
4474,7.8,0,2,0,74,4.3,No,No,56,64,NotPlaced
4475,7.4,2,1,2,70,4.3,No,Yes,76,67,NotPlaced
4476,7.9,1,1,1,79,4,No,No,55,61,NotPlaced
4477,6.7,2,2,0,65,4.7,No,No,66,62,NotPlaced
4478,7.2,1,1,0,84,4.3,No,Yes,63,67,NotPlaced
4479,8.3,2,1,1,81,4,Yes,Yes,55,70,Placed
4480,8.1,1,2,1,80,4.4,Yes,Yes,76,85,Placed
4481,7.5,1,3,0,80,4.3,Yes,Yes,73,73,NotPlaced
4482,8.2,2,1,2,81,4,Yes,Yes,83,86,NotPlaced
4483,8.3,1,2,1,85,4.8,Yes,Yes,67,82,Placed
4484,7.6,1,1,0,79,4,No,Yes,62,69,NotPlaced
4485,7.5,1,1,1,70,4.6,No,Yes,55,65,NotPlaced
4486,8.7,1,3,0,90,4.2,Yes,Yes,71,68,Placed
4487,7.6,0,2,0,84,4.2,No,No,74,69,NotPlaced
4488,7.6,1,1,0,88,4.2,Yes,Yes,55,57,Placed
4489,7.6,0,1,1,76,4.5,No,No,65,68,NotPlaced
4490,8.3,2,2,0,81,4,Yes,No,75,82,Placed
4491,7.6,0,2,1,60,4.3,No,Yes,55,60,NotPlaced
4492,8,2,3,1,87,4.7,Yes,Yes,87,86,Placed
4493,8.4,1,3,1,84,4.5,Yes,Yes,75,88,Placed
4494,8.4,2,3,2,83,4.8,Yes,No,79,82,NotPlaced
4495,7.5,2,1,0,71,3.4,Yes,No,84,65,NotPlaced
4496,6.5,1,1,0,81,3.9,No,Yes,55,70,NotPlaced
4497,7.6,1,2,1,79,4.2,No,Yes,73,85,Placed
4498,7.6,1,2,0,74,4.6,No,Yes,59,60,NotPlaced
4499,8,1,3,0,81,4.3,Yes,Yes,72,71,NotPlaced
4500,7.6,0,2,0,79,4,Yes,Yes,55,70,NotPlaced
4501,8.6,1,3,2,90,4.8,Yes,Yes,74,87,Placed
4502,7.2,1,2,2,76,3.6,No,No,60,75,NotPlaced
4503,7.6,1,3,2,72,4.2,No,No,55,60,NotPlaced
4504,7.5,1,3,1,89,4.8,Yes,Yes,80,86,NotPlaced
4505,7.6,0,2,1,85,4.6,No,Yes,72,64,Placed
4506,7,1,3,0,90,4.2,No,Yes,72,84,Placed
4507,8,1,3,3,90,4.7,Yes,Yes,68,85,Placed
4508,7.4,1,1,0,70,4,No,Yes,55,67,NotPlaced
4509,8.1,2,3,0,90,4.4,No,Yes,78,86,Placed
4510,8.1,1,1,0,79,4.4,Yes,Yes,73,88,NotPlaced
4511,7.4,0,1,1,67,4.5,Yes,No,55,68,NotPlaced
4512,6.8,1,2,0,69,3.7,No,Yes,57,71,NotPlaced
4513,6.9,1,3,0,77,4.8,Yes,Yes,80,80,Placed
4514,8.2,1,3,2,87,4.8,Yes,No,90,85,Placed
4515,8,1,2,2,82,4.7,Yes,Yes,75,73,Placed
4516,7.7,1,1,1,67,3.9,No,No,55,66,NotPlaced
4517,8.5,1,3,0,76,3.9,Yes,Yes,64,61,NotPlaced
4518,8.1,2,3,1,74,4,Yes,No,61,82,NotPlaced
4519,8.1,2,3,0,75,3.5,Yes,Yes,70,64,NotPlaced
4520,6.7,0,3,0,77,4.6,No,No,55,64,NotPlaced
4521,8.4,1,2,1,84,4.3,Yes,Yes,72,67,NotPlaced
4522,8.2,1,0,2,90,4.7,Yes,Yes,73,88,Placed
4523,7.5,1,2,0,72,4.4,No,Yes,77,69,Placed
4524,7.4,1,3,2,74,4.6,Yes,Yes,82,66,NotPlaced
4525,8.4,0,2,2,80,4.1,Yes,Yes,75,63,Placed
4526,8.2,1,2,2,89,4.3,Yes,No,79,80,Placed
4527,6.5,0,1,1,70,4.2,No,Yes,55,63,NotPlaced
4528,7.5,2,1,0,70,4.6,Yes,No,73,79,NotPlaced
4529,8.4,2,1,1,78,3.9,Yes,Yes,57,62,NotPlaced
4530,7.6,1,2,2,87,3.9,No,No,55,82,Placed
4531,8.9,2,3,2,90,4.7,Yes,Yes,81,87,Placed
4532,6.6,1,1,0,77,3.9,No,No,55,70,NotPlaced
4533,8.7,2,3,2,90,4.8,Yes,Yes,83,85,Placed
4534,8.7,1,3,2,89,4.7,Yes,Yes,79,81,Placed
4535,8.5,2,3,2,90,4.8,Yes,Yes,72,85,Placed
4536,8.5,2,3,2,88,4.4,Yes,Yes,88,85,Placed
4537,7.4,1,3,1,71,4.1,No,Yes,87,64,Placed
4538,7.5,1,1,0,75,4.4,No,No,68,69,NotPlaced
4539,7.8,1,1,0,77,3.8,No,No,55,57,NotPlaced
4540,8.6,1,2,2,82,4.3,Yes,Yes,82,83,Placed
4541,7.7,1,2,2,90,4.7,Yes,Yes,58,85,Placed
4542,8.3,2,3,0,90,4.8,Yes,Yes,87,79,Placed
4543,7.4,1,1,1,64,3.9,No,No,63,61,NotPlaced
4544,7.8,1,2,0,83,4.7,No,Yes,55,85,NotPlaced
4545,8.5,0,2,0,90,4.4,Yes,Yes,79,61,Placed
4546,7.5,1,2,1,76,4.4,No,Yes,70,75,NotPlaced
4547,8.3,0,3,0,86,4.5,Yes,Yes,69,78,Placed
4548,6.7,1,2,1,80,4.5,No,Yes,59,62,NotPlaced
4549,7.7,1,3,2,81,4.8,No,Yes,55,73,NotPlaced
4550,7.5,1,1,3,74,4.6,Yes,Yes,80,65,Placed
4551,6.6,1,3,0,87,4.7,Yes,Yes,83,84,Placed
4552,6.6,1,3,2,79,4.5,Yes,Yes,60,71,Placed
4553,8.2,2,3,0,85,4.7,Yes,Yes,72,87,Placed
4554,7.8,1,1,0,85,4,Yes,Yes,59,75,NotPlaced
4555,8,1,1,1,79,4.6,Yes,No,66,67,NotPlaced
4556,6.5,1,1,0,64,4.1,No,No,63,68,NotPlaced
4557,7.7,1,3,0,74,4.7,No,Yes,73,67,Placed
4558,8.6,2,3,1,90,4.3,Yes,Yes,71,82,Placed
4559,6.5,1,1,0,65,4.3,No,No,61,70,NotPlaced
4560,6.9,1,1,0,67,3.8,No,No,70,60,NotPlaced
4561,6.5,1,2,1,79,3.9,No,Yes,57,71,NotPlaced
4562,6.5,1,3,1,79,3.5,No,Yes,75,72,NotPlaced
4563,6.5,1,3,1,78,3.2,No,No,79,76,NotPlaced
4564,8.4,1,3,2,75,4.5,Yes,Yes,79,62,NotPlaced
4565,8.5,2,3,2,84,4.7,Yes,Yes,87,80,Placed
4566,7.2,1,3,0,68,4.4,No,No,84,82,NotPlaced
4567,7.6,1,1,0,81,3.3,Yes,Yes,57,65,NotPlaced
4568,7,1,2,2,82,3.9,No,No,62,64,NotPlaced
4569,8.1,1,2,1,68,4.8,Yes,Yes,76,74,Placed
4570,7.5,2,2,1,63,4,Yes,Yes,55,68,NotPlaced
4571,8.6,0,2,1,79,3.8,Yes,Yes,69,86,Placed
4572,7.3,1,3,1,79,3.3,No,Yes,72,69,NotPlaced
4573,8.9,1,2,1,76,4.8,Yes,Yes,76,81,Placed
4574,8.1,1,1,1,86,4.5,No,Yes,73,69,NotPlaced
4575,7.6,0,1,0,70,4.6,No,Yes,77,64,Placed
4576,7.6,1,2,0,86,4.7,No,Yes,55,87,NotPlaced
4577,7.3,1,1,0,75,3.9,No,No,55,61,NotPlaced
4578,6.5,1,1,0,68,4.3,Yes,No,60,66,NotPlaced
4579,8.4,0,1,3,83,4.3,Yes,Yes,71,74,NotPlaced
4580,8.1,2,3,2,90,4.8,Yes,Yes,79,87,Placed
4581,7.8,1,2,0,72,3.6,Yes,Yes,60,64,NotPlaced
4582,8.3,1,3,0,84,4.4,Yes,Yes,82,80,Placed
4583,6.7,1,1,1,67,4,No,Yes,55,69,NotPlaced
4584,8,0,1,0,81,4.5,No,No,75,82,NotPlaced
4585,7.1,1,2,0,87,4.2,Yes,Yes,69,72,Placed
4586,8.5,1,2,1,75,4.7,Yes,No,72,65,NotPlaced
4587,6.6,1,1,0,90,3.9,No,Yes,55,66,NotPlaced
4588,7.4,0,1,0,76,3.7,No,Yes,62,68,NotPlaced
4589,7.4,1,2,0,85,4.6,No,Yes,60,68,Placed
4590,7.8,1,1,0,66,4.1,No,Yes,61,82,NotPlaced
4591,8.5,2,3,2,90,4.8,Yes,Yes,80,82,Placed
4592,6.5,1,2,0,71,4.3,No,No,59,72,NotPlaced
4593,8.1,0,3,1,90,4.7,Yes,Yes,81,86,NotPlaced
4594,8.6,0,3,0,90,4,Yes,No,75,85,NotPlaced
4595,8.4,2,1,0,86,4.6,Yes,Yes,57,82,NotPlaced
4596,7.5,1,1,0,72,4.3,No,Yes,71,69,NotPlaced
4597,8.1,0,3,0,90,4.5,Yes,No,78,85,Placed
4598,7.6,0,1,0,86,4.2,No,Yes,55,70,NotPlaced
4599,7.8,0,1,1,71,3.9,No,No,55,74,NotPlaced
4600,7.4,0,1,0,62,3.9,No,No,55,61,NotPlaced
4601,8.3,0,1,1,77,4.7,Yes,Yes,79,82,Placed
4602,6.5,0,1,0,68,4.5,No,No,66,74,NotPlaced
4603,7.9,1,1,1,73,4.3,No,No,55,82,NotPlaced
4604,8.1,1,2,0,68,4.7,No,Yes,67,87,Placed
4605,7.1,1,1,1,66,4.2,No,No,55,65,NotPlaced
4606,7.6,1,2,0,73,4.2,Yes,Yes,58,72,NotPlaced
4607,6.5,1,2,0,71,4.4,No,No,55,61,NotPlaced
4608,7.2,1,1,1,69,3.7,No,No,65,70,NotPlaced
4609,6.7,0,1,0,78,3.8,No,Yes,61,62,NotPlaced
4610,7,0,1,1,66,3.8,No,No,55,65,NotPlaced
4611,6.5,2,1,2,80,4.6,Yes,No,57,66,Placed
4612,7.5,0,1,0,60,3.5,No,No,55,63,NotPlaced
4613,7.6,1,1,0,65,4.1,Yes,No,55,65,NotPlaced
4614,6.7,1,1,2,69,3.5,No,No,77,58,NotPlaced
4615,6.7,0,1,0,82,3.8,No,No,67,63,NotPlaced
4616,8.4,2,2,2,71,3.4,No,Yes,59,81,NotPlaced
4617,8.5,1,3,2,89,4.8,Yes,Yes,81,86,Placed
4618,8.8,2,2,2,77,3.9,Yes,No,87,81,NotPlaced
4619,8.2,1,2,0,69,3.9,Yes,Yes,68,63,NotPlaced
4620,6.7,0,3,1,67,4.2,Yes,No,63,63,NotPlaced
4621,8,1,1,0,81,4.4,Yes,Yes,70,71,NotPlaced
4622,7.3,1,2,1,86,3.4,No,Yes,63,74,NotPlaced
4623,8.2,2,3,3,90,4.2,Yes,Yes,78,77,NotPlaced
4624,8.1,2,3,0,74,4.3,Yes,Yes,82,84,NotPlaced
4625,7.6,1,2,0,78,3.8,No,No,71,64,NotPlaced
4626,6.8,1,1,1,67,4.1,No,No,59,66,NotPlaced
4627,8.2,0,1,2,77,4.3,No,No,68,68,NotPlaced
4628,7.5,1,1,1,68,4.3,No,No,61,67,NotPlaced
4629,8.5,1,3,2,89,4.8,Yes,Yes,82,83,Placed
4630,8.1,2,3,0,88,4.6,Yes,Yes,78,67,Placed
4631,6.7,1,2,0,71,4.3,No,No,57,80,NotPlaced
4632,8.8,0,1,0,84,4.5,No,Yes,58,69,Placed
4633,8.3,2,3,2,90,4.5,Yes,Yes,82,85,Placed
4634,7.9,1,3,1,77,4.3,Yes,Yes,84,85,Placed
4635,8,0,1,0,75,3.6,No,Yes,67,84,NotPlaced
4636,7.8,2,2,2,89,4.7,Yes,Yes,82,80,Placed
4637,7.8,2,3,2,90,4.8,Yes,Yes,77,86,Placed
4638,7.4,1,1,0,63,3.8,No,Yes,62,70,NotPlaced
4639,8.2,1,1,2,86,3.4,No,Yes,80,71,NotPlaced
4640,6.5,2,2,1,76,3.9,Yes,Yes,60,68,NotPlaced
4641,7.7,1,3,2,83,4.7,Yes,Yes,83,86,NotPlaced
4642,8.3,2,3,2,90,4.8,Yes,Yes,73,87,Placed
4643,7.5,1,2,1,64,4.2,No,Yes,70,64,NotPlaced
4644,7.8,2,3,1,85,4.8,Yes,Yes,79,83,Placed
4645,7.7,0,1,1,74,4,No,Yes,62,65,NotPlaced
4646,8.2,2,3,2,85,4.8,Yes,Yes,85,81,Placed
4647,7.4,1,1,2,81,4.6,Yes,Yes,68,85,Placed
4648,8.4,1,3,0,81,4.7,No,Yes,55,87,NotPlaced
